GCF NAME							
GCF_005889995	NZ_CP040619.1	NZ_CP040620.1	NZ_CP040621.1				
GCF_005890015	NZ_CP040622.1						
GCF_005890035	NZ_CP040623.1	NZ_CP040624.1					
GCF_005931015	NZ_CP040229.2						
GCF_005931035	NZ_CP040230.2						
GCF_005931055	NZ_CP040233.2						
GCF_005954685	NZ_CP040665.1	NZ_CP040666.1					
GCF_006088835	NZ_CP029198.1	NZ_CP029199.1					
GCF_006094915	NZ_CP035101.1	NZ_CP035102.1					
GCF_006158985	NZ_CP040801.1	NZ_CP040802.1					
GCF_006364675	NZ_CP040998.1	NZ_CP040999.1	NZ_CP041000.1				
GCF_006364775	NZ_CP041010.1	NZ_CP041009.1					
GCF_007185035	NZ_AP019751.1	NZ_AP019752.1					
GCF_007410625	NZ_CP040625.1						
GCF_007726325	NZ_CP042003.1	NZ_CP042007.1	NZ_CP042006.1	NZ_CP042005.1	NZ_CP042004.1		
GCF_007726465	NZ_CP042046.1	NZ_CP042047.1					
GCF_007726495	NZ_CP042043.1	NZ_CP042044.1	NZ_CP042045.1				
GCF_007726525	NZ_CP042153.1	NZ_CP042156.1	NZ_CP042155.1	NZ_CP042154.1			
GCF_007726545	NZ_CP042107.1	NZ_CP042109.1	NZ_CP042108.1				
GCF_007726565	NZ_CP042157.1	NZ_CP042160.1	NZ_CP042159.1	NZ_CP042158.1			
GCF_007813675	NZ_CP031265.1						
GCF_007826355	NZ_CP041037.1						
GCF_007954445	NZ_CP042346.1	NZ_CP042347.1					
GCF_007954465	NZ_CP042348.1	NZ_CP042349.1					
GCF_007998145	NZ_CP042650.1	NZ_CP042651.1					
GCF_008244705	NZ_CP043386.1	NZ_CP043387.1	NZ_CP043388.1				
GCF_008244725	NZ_CP043392.1	NZ_CP043393.1	NZ_CP043394.1				
GCF_008244745	NZ_CP043389.1	NZ_CP043390.1	NZ_CP043391.1				
GCF_008329865	NZ_CP031888.1	NZ_CP031889.1					
GCF_008329885	NZ_CP031890.1	NZ_CP031891.1					
GCF_008330045	NZ_CP039448.1	NZ_CP039449.1	NZ_CP039450.1				
GCF_008330585	NZ_CP031886.1	NZ_CP031887.1					
GCF_008370815	NZ_CP043302.1	NZ_CP043303.1					
GCF_008462245	NZ_CP040232.1						
GCF_008619075	NZ_AP020324.1	NZ_AP020325.1					
GCF_008619235	NZ_AP020311.1	NZ_AP020312.1					
GCF_008619415	NZ_AP020313.1	NZ_AP020314.1					
GCF_008619595	NZ_AP020315.1						
GCF_008619795	NZ_AP020316.1	NZ_AP020317.1					
GCF_008619935	NZ_AP020318.1	NZ_AP020319.1					
GCF_008620055	NZ_AP020320.1	NZ_AP020321.1					
GCF_008620175	NZ_AP020322.1	NZ_AP020323.1					
GCF_008693765	NZ_CP044106.1	NZ_CP044105.1					
GCF_009176765	NZ_AP019542.1						
GCF_009176785	NZ_AP019543.1	NZ_AP019544.1					
GCF_009176875	NZ_AP019545.1	NZ_AP019546.1					
GCF_009650155	NZ_CP045866.1	NZ_CP045867.1					
GCF_009684655	NZ_CP045472.1	NZ_CP045473.1					
GCF_009728755	NZ_CP033112.1	NZ_CP033113.1					
GCF_009728775	NZ_CP033114.1	NZ_CP033115.1					
GCF_009731595	NZ_AP019712.1						
GCF_009739675	NZ_CP033982.1	NZ_CP033978.1	NZ_CP033979.1	NZ_CP033980.1	NZ_CP033981.1		
GCF_009739695	NZ_CP033987.1	NZ_CP033983.1	NZ_CP033984.1	NZ_CP033985.1	NZ_CP033986.1		
GCF_009739715	NZ_CP033977.1	NZ_CP033973.1	NZ_CP033974.1	NZ_CP033975.1	NZ_CP033976.1		
GCF_009739735	NZ_CP033996.1	NZ_CP033994.1	NZ_CP033995.1				
GCF_009739755	NZ_CP033999.1	NZ_CP033997.1	NZ_CP033998.1				
GCF_009739775	NZ_CP034002.1	NZ_CP034000.1	NZ_CP034001.1				
GCF_009739795	NZ_CP034005.1	NZ_CP034003.1	NZ_CP034004.1				
GCF_009739825	NZ_CP034011.1	NZ_CP034009.1	NZ_CP034010.1				
GCF_009739845	NZ_CP034014.1	NZ_CP034012.1	NZ_CP034013.1				
GCF_009739865	NZ_CP033990.1	NZ_CP033988.1	NZ_CP033989.1				
GCF_009739885	NZ_CP034259.1	NZ_CP034258.1	NZ_CP034257.1				
GCF_009740205	NZ_CP034008.1	NZ_CP034006.1	NZ_CP034007.1				
GCF_009769095	NZ_CP043843.1	NZ_CP043844.1					
GCF_009857055	NZ_CP047321.1	NZ_CP047322.1					
GCF_009911815	NZ_CP047811.1	NZ_CP047812.1					
GCF_009911835	NZ_CP047777.1						
GCF_009911855	NZ_CP047817.1	NZ_CP047818.1	NZ_CP047819.1				
GCF_009911895	NZ_CP047789.1						
GCF_009911965	NZ_CP047820.1	NZ_CP047821.1					
GCF_009912015	NZ_CP047813.1	NZ_CP047814.1					
GCF_009912035	NZ_CP047778.1						
GCF_009912055	NZ_CP047807.1	NZ_CP047808.1					
GCF_009912075	NZ_CP047805.1	NZ_CP047806.1					
GCF_009912095	NZ_CP047784.1						
GCF_009912115	NZ_CP047792.1						
GCF_009912155	NZ_CP047779.1						
GCF_009912195	NZ_CP047822.1	NZ_CP047823.1	NZ_CP047824.1	NZ_CP047825.1			
GCF_009912255	NZ_CP047833.1	NZ_CP047834.1					
GCF_009912295	NZ_CP047780.1						
GCF_009912335	NZ_CP047783.1						
GCF_009912355	NZ_CP047826.1	NZ_CP047827.1					
GCF_009912375	NZ_CP047828.1	NZ_CP047829.1					
GCF_009912415	NZ_CP047815.1	NZ_CP047816.1					
GCF_009912435	NZ_CP047781.1						
GCF_009912455	NZ_CP047787.1						
GCF_009912475	NZ_CP047782.1						
GCF_009912495	NZ_CP047785.1						
GCF_009912535	NZ_CP047786.1						
GCF_009912555	NZ_CP047835.1	NZ_CP047836.1					
GCF_009912595	NZ_CP047788.1						
GCF_009912615	NZ_CP047790.1						
GCF_009912635	NZ_CP047795.1						
GCF_009912655	NZ_CP047830.1	NZ_CP047831.1	NZ_CP047832.1				
GCF_009912675	NZ_CP047793.1						
GCF_009912695	NZ_CP047837.1	NZ_CP047838.1					
GCF_009912715	NZ_CP047791.1						
GCF_009912735	NZ_CP047839.1	NZ_CP047840.1					
GCF_009912755	NZ_CP047847.1	NZ_CP047848.1					
GCF_009912775	NZ_CP047841.1	NZ_CP047842.1					
GCF_009912795	NZ_CP047801.1						
GCF_009912815	NZ_CP047798.1						
GCF_009912835	NZ_CP047796.1						
GCF_009912855	NZ_CP047843.1	NZ_CP047844.1					
GCF_009912875	NZ_CP047845.1	NZ_CP047846.1					
GCF_009912895	NZ_CP047856.1	NZ_CP047857.1	NZ_CP047858.1				
GCF_009912915	NZ_CP047849.1	NZ_CP047850.1					
GCF_009912935	NZ_CP047794.1						
GCF_009912955	NZ_CP047797.1						
GCF_009912975	NZ_CP047867.1	NZ_CP047868.1					
GCF_009912995	NZ_CP047804.1						
GCF_009913015	NZ_CP047865.1	NZ_CP047866.1					
GCF_009913035	NZ_CP047852.1	NZ_CP047853.1					
GCF_009913055	NZ_CP047800.1						
GCF_009913075	NZ_CP047799.1						
GCF_009913095	NZ_CP047859.1	NZ_CP047860.1					
GCF_009913115	NZ_CP047803.1						
GCF_009913135	NZ_CP047854.1	NZ_CP047855.1					
GCF_009913155	NZ_CP047861.1	NZ_CP047862.1					
GCF_009913175	NZ_CP047863.1	NZ_CP047864.1					
GCF_009913195	NZ_CP047802.1						
GCF_009913215	NZ_CP047851.1						
GCF_009914455	NZ_CP045468.1	NZ_CP045469.1	NZ_CP045470.1	NZ_CP045471.1			
GCF_009937785	NZ_CP047809.1	NZ_CP047810.1					
GCF_010669265	NZ_CP048643.1	NZ_CP048644.1	NZ_CP048645.1	NZ_CP048646.1			
GCF_011032785	NZ_CP048431.1	NZ_CP048432.1					
GCF_011035105	NZ_CP047021.1	NZ_CP047022.1					
GCF_012044215	NZ_CP050690.1						
GCF_012044475	NZ_CP050691.1						
GCF_012974825	NZ_CP038229.1	NZ_CP038230.1					
GCF_013003945	NZ_CP053070.1						
GCF_013004085	NZ_CP053075.1	NZ_CP053077.1	NZ_CP053078.1	NZ_CP053076.1			
GCF_013008375	NZ_CP053101.1						
GCF_013046865	NZ_CP053185.1	NZ_CP053186.1					
GCF_013046885	NZ_CP053183.1	NZ_CP053184.1					
GCF_013187685	NZ_CP029751.1	NZ_CP029750.1					
GCF_013305885	NZ_CP053634.1	NZ_CP053635.1					
GCF_013305905	NZ_CP053636.1	NZ_CP053637.1					
GCF_013305955	NZ_CP053640.1	NZ_CP053641.1					
GCF_013307025	NZ_CP053356.1	NZ_CP053355.1					
GCF_013307065	NZ_CP053639.1	NZ_CP053638.1					
GCF_013307085	NZ_CP038183.1	NZ_CP038184.1	NZ_CP038185.1				
GCF_013363895	NZ_CP054876.1						
GCF_013389715	NZ_CP058312.1	NZ_CP058313.1	NZ_CP058314.1				
GCF_013394425	NZ_AP023034.1	NZ_AP023035.1					
GCF_013415955	NZ_CP045435.1	NZ_CP045436.1	NZ_CP045437.1	NZ_CP045438.1			
GCF_013467165	NZ_CP059156.1						
GCF_013467405	NZ_CP059155.1						
