GCF NAME																		
B1109	B1109.1	B1109.2																
GCF_001566335	NZ_CP014348.1																	
GCF_001566615	NZ_CP014495.1	NZ_CP014496.1																
GCF_001566635	NZ_CP014488.1	NZ_CP014489.1	NZ_CP014490.1	NZ_CP014491.1														
GCF_001566675	NZ_CP014497.1	NZ_CP014498.1																
GCF_001577325	NZ_CP014522.1	NZ_CP014523.1	NZ_CP014524.1															
GCF_001593565	NZ_CP014316.1	NZ_CP014317.1	NZ_CP014318.1	NZ_CP014319.1	NZ_CP014321.1	NZ_CP014320.1												
GCF_001610755	NZ_CP011061.1	NZ_CP011067.1	NZ_CP011066.1	NZ_CP011065.1	NZ_CP011064.1	NZ_CP011063.1	NZ_CP011062.1											
GCF_001612475	NZ_CP015020.1	NZ_CP015021.1																
GCF_001612495	NZ_CP015023.1	NZ_CP015022.1																
GCF_001617565	NZ_CP015138.1	NZ_CP015140.1	NZ_CP015141.1	NZ_CP015142.1	NZ_CP015143.1	NZ_CP015144.1	NZ_CP015139.1											
GCF_001618325	NZ_CP015069.1	NZ_CP015070.1	NZ_CP015072.1	NZ_CP015073.1	NZ_CP015071.1													
GCF_001618345	NZ_CP015074.2	NZ_CP015075.2																
GCF_001618365	NZ_CP015076.1	NZ_CP015077.1	NZ_CP015078.1															
GCF_001644725	NZ_CP015240.1	NZ_CP015239.1																
GCF_001644745	NZ_CP015241.1	NZ_CP015242.1																
GCF_001645235	NZ_CP024479.1	NZ_CP024480.1	NZ_CP024481.1															
GCF_001650275	NZ_CP015832.1	NZ_CP015833.1																
GCF_001650295	NZ_CP015831.1																	
GCF_001651925	NZ_CP015846.1	NZ_CP015847.2																
GCF_001651945	NZ_CP015842.1	NZ_CP022729.1																
GCF_001651965	NZ_CP015843.2	NZ_CP015845.2	NZ_CP015844.2															
GCF_001660565	NZ_CP015995.1	NZ_CP015996.1	NZ_CP015997.1															
GCF_001660585	NZ_CP016007.1	NZ_CP016008.1	NZ_CP016009.1															
GCF_001663075	NZ_CP016018.1																	
GCF_001663475	NZ_CP015159.1	NZ_CP015160.1	NZ_CP015161.1															
GCF_001675145	NZ_CP014667.1	NZ_CP014668.1	NZ_CP014669.1															
GCF_001677475	NZ_CP015229.1	NZ_CP012497.1	NZ_CP012498.1															
GCF_001677495	NZ_CP015228.1	NZ_CP012500.1																
GCF_001677515	NZ_CP013662.1	NZ_CP012501.1																
GCF_001678925	NZ_CP013031.1																	
GCF_001678965	NZ_CP013663.1	NZ_CP012499.1																
GCF_001679985	NZ_CP015912.1	NZ_CP015913.1	NZ_CP015914.1	NZ_CP015915.1	NZ_CP015916.1	NZ_CP015917.1												
GCF_001682305	NZ_CP016182.2																	
GCF_001683435	NZ_CP016358.1																	
GCF_001693315	NZ_CP016497.1	NZ_CP016498.1																
GCF_001693635	NZ_CP016546.1	NZ_CP016547.1	NZ_CP016548.1	NZ_CP016549.1	NZ_CP016550.1	NZ_CP016551.1												
GCF_001695515	NZ_CP016625.1	NZ_CP016626.1																
GCF_001721125	NZ_CP012693.1																	
GCF_001721225	NZ_CP014583.1	NZ_CP012493.1	NZ_CP012492.1	NZ_CP012491.1														
GCF_001721525	NZ_CP015834.1	NZ_CP015835.1	NZ_CP015836.1	NZ_CP015837.1	NZ_CP015838.1													
GCF_001723505	NZ_CP017100.1																	
GCF_001735705	NZ_CP016404.1	NZ_CP016405.1																
GCF_001750845	NZ_CP013190.1	NZ_CP013191.1	NZ_CP013192.1	NZ_CP013193.1	NZ_CP013194.1													
GCF_001753445	NZ_CP017434.1	NZ_CP017435.1																
GCF_001753465	NZ_CP017436.1	NZ_CP017437.1																
GCF_001753485	NZ_CP017444.1	NZ_CP017445.1																
GCF_001753505	NZ_CP017438.1	NZ_CP017439.1																
GCF_001753525	NZ_CP017446.1	NZ_CP017447.1																
GCF_001753545	NZ_CP017440.1	NZ_CP017441.1																
GCF_001753565	NZ_CP017442.1	NZ_CP017443.1																
GCF_001806265	NZ_CP017249.1	NZ_CP017250.1																
GCF_001806285	NZ_CP017251.1	NZ_CP017252.1																
GCF_001860505	NZ_CP013483.1																	
GCF_001865295	NZ_CP017669.1	NZ_CP017670.1																
GCF_001874485	NZ_CP015085.1	NZ_CP015086.1	NZ_CP015087.1	NZ_CP015088.1														
GCF_001886535	NZ_CP018103.1	NZ_CP018108.1	NZ_CP018107.1	NZ_CP018105.1	NZ_CP018106.1	NZ_CP018104.1												
GCF_001886555	NZ_CP018115.1	NZ_CP018116.1	NZ_CP018120.1	NZ_CP018119.1	NZ_CP018118.1	NZ_CP018117.1												
GCF_001886575	NZ_CP018121.1	NZ_CP018122.1	NZ_CP018126.1	NZ_CP018125.1	NZ_CP018124.1	NZ_CP018123.1												
GCF_001886755	NZ_CP018109.1	NZ_CP018110.1	NZ_CP018114.1	NZ_CP018113.1	NZ_CP018112.1	NZ_CP018111.1												
GCF_001886895	NZ_CP013185.1	NZ_CP013186.1																
GCF_001886935	NZ_CP016628.1																	
GCF_001888075	NZ_CP017844.1	NZ_CP017848.1	NZ_CP017845.1	NZ_CP017846.1	NZ_CP017847.1													
GCF_001890205	NZ_CP018237.1	NZ_CP018238.1																
GCF_001890225	NZ_CP018239.1	NZ_CP018240.1																
GCF_001890245	NZ_CP018245.1	NZ_CP018246.1																
GCF_001890265	NZ_CP018243.1	NZ_CP018244.1																
GCF_001890285	NZ_CP018252.2	NZ_CP018253.1																
GCF_001890305	NZ_CP018247.1	NZ_CP018248.1																
GCF_001890325	NZ_CP018241.1	NZ_CP018242.1																
GCF_001890345	NZ_CP018250.1	NZ_CP018251.1																
GCF_001890365	NZ_CP018206.1	NZ_CP018207.1	NZ_CP018208.1															
GCF_001900295	NZ_CP010116.1																	
GCF_001900315	NZ_CP010121.1																	
GCF_001900335	NZ_CP010132.1																	
GCF_001900355	NZ_CP010133.1																	
GCF_001900375	NZ_CP010150.1																	
GCF_001900395	NZ_CP010151.1																	
GCF_001900415	NZ_CP010169.1																	
GCF_001900435	NZ_CP010170.1																	
GCF_001900455	NZ_CP010171.1																	
GCF_001900475	NZ_CP010176.1																	
GCF_001900495	NZ_CP010117.1	NZ_CP010118.1																
GCF_001900515	NZ_CP010119.1	NZ_CP010120.1																
GCF_001900535	NZ_CP010122.1	NZ_CP010123.1	NZ_CP010124.1															
GCF_001900555	NZ_CP010125.1	NZ_CP010126.1	NZ_CP010127.1	NZ_CP010128.1														
GCF_001900575	NZ_CP010129.1	NZ_CP010130.1	NZ_CP010131.1															
GCF_001900595	NZ_CP010134.1	NZ_CP010135.1	NZ_CP010136.1															
GCF_001900615	NZ_CP010137.1	NZ_CP010138.1	NZ_CP010139.1															
GCF_001900635	NZ_CP010140.1	NZ_CP010141.1	NZ_CP010142.1															
GCF_001900655	NZ_CP010143.1	NZ_CP010144.1																
GCF_001900675	NZ_CP010145.1	NZ_CP010146.1	NZ_CP010147.1															
GCF_001900695	NZ_CP010148.1	NZ_CP010149.1																
GCF_001900715	NZ_CP010152.1	NZ_CP010153.1	NZ_CP010154.1	NZ_CP010155.1	NZ_CP010156.1													
GCF_001900735	NZ_CP010157.1	NZ_CP010158.1	NZ_CP010159.1															
GCF_001900775	NZ_CP010160.1	NZ_CP010161.1	NZ_CP010162.1															
GCF_001900795	NZ_CP010163.1	NZ_CP010164.1	NZ_CP010165.1	NZ_CP010166.1														
GCF_001900815	NZ_CP010167.1	NZ_CP010168.1																
GCF_001900835	NZ_CP010172.1	NZ_CP010173.1	NZ_CP010174.1	NZ_CP010175.1														
GCF_001900885	NZ_CP010177.1																	
GCF_001900905	NZ_CP010228.1																	
GCF_001900925	NZ_CP010230.1																	
GCF_001900945	NZ_CP010235.1																	
GCF_001900965	NZ_CP010236.1																	
GCF_001900985	NZ_CP010237.1																	
GCF_001901005	NZ_CP010178.1	NZ_CP010179.1																
GCF_001901025	NZ_CP010180.1	NZ_CP010181.1	NZ_CP010182.1															
GCF_001901045	NZ_CP010183.1	NZ_CP010184.1	NZ_CP010185.1															
GCF_001901065	NZ_CP010186.1	NZ_CP010187.1	NZ_CP010188.1	NZ_CP010189.1	NZ_CP010190.1													
GCF_001901085	NZ_CP010191.1	NZ_CP010192.1	NZ_CP010193.1	NZ_CP010194.1	NZ_CP010195.1													
GCF_001901105	NZ_CP010196.1	NZ_CP010197.1	NZ_CP010198.1	NZ_CP010199.1														
GCF_001901125	NZ_CP010200.1	NZ_CP010201.1	NZ_CP010202.1	NZ_CP010203.1	NZ_CP010204.1	NZ_CP010205.1												
GCF_001901145	NZ_CP010206.1	NZ_CP010207.1	NZ_CP010208.1	NZ_CP010209.1	NZ_CP010210.1	NZ_CP010211.1	NZ_CP010212.1											
GCF_001901165	NZ_CP010213.1	NZ_CP010214.1	NZ_CP010215.1	NZ_CP010216.1	NZ_CP010217.1	NZ_CP010218.1												
GCF_001901185	NZ_CP010219.1	NZ_CP010220.1																
GCF_001901215	NZ_CP010221.1	NZ_CP010222.1	NZ_CP010223.1	NZ_CP010224.1	NZ_CP010225.1													
GCF_001901315	NZ_CP010226.1	NZ_CP010227.1																
GCF_001901365	NZ_CP010231.1	NZ_CP010232.1	NZ_CP010233.1	NZ_CP010234.1														
GCF_001901405	NZ_CP010238.1	NZ_CP010239.1																
GCF_001901425	NZ_CP010240.1	NZ_CP010241.1																
GCF_001901445	NZ_CP010242.1	NZ_CP010243.1	NZ_CP010244.1	NZ_CP010245.1														
GCF_001901465	NZ_CP010229.1																	
GCF_001932515	NZ_CP018801.1																	
GCF_001936315	NZ_CP017631.1	NZ_CP017632.1	NZ_CP017633.1															
GCF_001969285	NZ_CP019213.3	NZ_CP019216.3	NZ_CP028466.1	NZ_CP028467.2	NZ_CP019215.2	NZ_CP019214.3												
GCF_001971765	NZ_CP019359.1	NZ_CP019356.1	NZ_CP019357.1	NZ_CP019358.1														
GCF_001999185	NZ_CP019629.1																	
GCF_002007705	NZ_CP019778.1																	
GCF_002009315	NZ_CP019903.1	NZ_CP019908.1	NZ_CP019904.1	NZ_CP019907.1	NZ_CP019909.1	NZ_CP019910.1	NZ_CP019906.1	NZ_CP019905.1										
GCF_002011945	NZ_CP018948.1	NZ_CP018947.1	NZ_CP018946.1	NZ_CP018944.1	NZ_CP018943.1	NZ_CP018942.1	NZ_CP018941.1	NZ_CP018940.1	NZ_CP018945.1									
GCF_002011965	NZ_CP018953.1	NZ_CP018952.1	NZ_CP018951.1	NZ_CP018950.1	NZ_CP018949.1													
GCF_002011985	NZ_CP018957.1	NZ_CP018955.1	NZ_CP018954.1	NZ_CP018956.1														
GCF_002012005	NZ_CP018965.1	NZ_CP018964.1	NZ_CP018963.1															
GCF_002012025	NZ_CP018970.1	NZ_CP018969.1	NZ_CP018967.1	NZ_CP018966.1	NZ_CP018968.1													
GCF_002012045	NZ_CP018976.1	NZ_CP018975.1	NZ_CP018973.1	NZ_CP018972.1	NZ_CP018971.1	NZ_CP018974.1												
GCF_002012065	NZ_CP018979.1	NZ_CP018978.1	NZ_CP018977.1															
GCF_002012085	NZ_CP018991.1	NZ_CP018990.1	NZ_CP018988.1	NZ_CP018987.1	NZ_CP018986.1	NZ_CP018985.1	NZ_CP018984.1	NZ_CP018989.1										
GCF_002012105	NZ_CP018995.1	NZ_CP018994.1	NZ_CP018993.1	NZ_CP018992.1														
GCF_002012125	NZ_CP019005.1	NZ_CP019002.1	NZ_CP019003.1	NZ_CP019004.1	NZ_CP019001.1													
GCF_002012145	NZ_CP019008.1	NZ_CP019007.1	NZ_CP019006.1															
GCF_002012165	NZ_CP019015.1	NZ_CP019013.1	NZ_CP019014.1															
GCF_002012205	NZ_CP018983.1	NZ_CP018982.1	NZ_CP018980.1	NZ_CP018981.1														
GCF_002012225	NZ_CP019029.1	NZ_CP019028.1	NZ_CP019027.1	NZ_CP019025.1	NZ_CP019024.1	NZ_CP019023.1	NZ_CP019022.1	NZ_CP019021.1	NZ_CP019026.1									
GCF_002012245	NZ_CP019000.1	NZ_CP018998.1	NZ_CP018997.1	NZ_CP018996.1	NZ_CP018999.1													
GCF_002012265	NZ_CP019012.1	NZ_CP019011.1	NZ_CP019009.1	NZ_CP019010.1														
GCF_002012305	NZ_CP019020.1	NZ_CP019019.1	NZ_CP019018.1	NZ_CP019016.1	NZ_CP019017.1													
GCF_002024865	NZ_CP019777.1																	
GCF_002055605	NZ_CP020092.1																	
GCF_002055635	NZ_CP020048.1	NZ_CP020049.1	NZ_CP020050.1	NZ_CP020051.1														
GCF_002056065	NZ_CP020058.1	NZ_CP020059.1	NZ_CP020060.1															
GCF_002056145	NZ_CP020055.1	NZ_CP020056.1	NZ_CP020057.1															
GCF_002056635	NZ_CP020116.1	NZ_CP020117.1	NZ_CP020118.1	NZ_CP020119.1														
GCF_002057245	NZ_CP020106.1																	
GCF_002057355	NZ_CP020107.1																	
GCF_002058765	NZ_CP019944.1																	
GCF_002077195	NZ_CP017220.1	NZ_CP017221.1	NZ_CP017222.1	NZ_CP017223.1	NZ_CP017224.1	NZ_CP017225.1												
GCF_002078275	NZ_CP014641.1																	
GCF_002078295	NZ_CP014642.1																	
GCF_002079225	NZ_CP020543.1																	
GCF_002090355	NZ_CP020368.1																	
GCF_002105735	NZ_CP020835.1	NZ_CP020836.1																
GCF_002116715	NZ_CP020933.1	NZ_CP020934.1	NZ_CP020936.1															
GCF_002118095	NZ_CP013952.1																	
GCF_002142675	NZ_CP021202.1	NZ_CP021203.1	NZ_CP021204.1	NZ_CP021205.1	NZ_CP021206.1													
GCF_002142695	NZ_CP021175.1	NZ_CP021176.1	NZ_CP021177.1															
GCF_002142715	NZ_CP021207.1	NZ_CP021208.1	NZ_CP021209.1	NZ_CP021210.1														
GCF_002156825	NZ_CP021335.1	NZ_CP021336.1	NZ_CP021337.1															
GCF_002156845	NZ_CP021339.1	NZ_CP021340.1	NZ_CP021341.1															
GCF_002157245	NZ_CP021179.1	NZ_CP021180.1																
GCF_002163655	NZ_CP018323.1																	
GCF_002163695	NZ_CP018840.1																	
GCF_002163935	NZ_CP019560.1	NZ_CP019561.1																
GCF_002163955	NZ_CP019558.1	NZ_CP019559.1																
GCF_002164595	NZ_CP032879.1	NZ_CP032875.1	NZ_CP032876.1	NZ_CP032878.1	NZ_CP032877.1													
GCF_002164635	NZ_CP022229.3	NZ_CP022228.3	NZ_CP022226.2	NZ_CP022227.3														
GCF_002164645	NZ_CP028589.2	NZ_CP028585.2	NZ_CP028586.1	NZ_CP028588.1	NZ_CP028587.1													
GCF_002164865	NZ_CP034966.1	NZ_CP034959.1	NZ_CP034960.1	NZ_CP034961.1	NZ_CP034964.1	NZ_CP034962.1	NZ_CP034965.1	NZ_CP034963.1										
GCF_002164975	NZ_CP034958.1	NZ_CP034954.1	NZ_CP034955.1	NZ_CP034957.1	NZ_CP034956.1													
GCF_002165095	NZ_CP032892.1	NZ_CP032880.1	NZ_CP032881.1	NZ_CP032882.1	NZ_CP032883.1	NZ_CP032884.1	NZ_CP032889.1	NZ_CP032885.1	NZ_CP032886.1	NZ_CP032887.1	NZ_CP032888.1	NZ_CP032890.1	NZ_CP032891.1					
GCF_002165115	NZ_CP032426.1	NZ_CP032420.1	NZ_CP032425.1	NZ_CP032421.1	NZ_CP032422.1	NZ_CP032423.1	NZ_CP032424.1											
GCF_002180055	NZ_CP021532.1	NZ_CP021533.1	NZ_CP021534.1															
GCF_002180095	NZ_CP021535.1	NZ_CP021536.1	NZ_CP021537.1	NZ_CP021538.1														
GCF_002180135	NZ_CP021683.1	NZ_CP021680.1	NZ_CP021681.1	NZ_CP021682.1	NZ_CP021684.1													
GCF_002180195	NZ_CP021689.1	NZ_CP021690.1																
GCF_002180215	NZ_CP021691.1	NZ_CP021692.1	NZ_CP021693.1															
GCF_002180275	NZ_CP021722.1	NZ_CP021719.1	NZ_CP021720.1	NZ_CP021721.1														
GCF_002192275	NZ_CP021732.1	NZ_CP021733.1	NZ_CP021734.1	NZ_CP021735.1														
GCF_002192295	NZ_CP021736.1	NZ_CP021737.1	NZ_CP021738.1	NZ_CP021739.1														
GCF_002193095	NZ_CP021454.1	NZ_CP021871.1																
GCF_002196475	NZ_CP021840.1	NZ_CP021841.1	NZ_CP021842.1	NZ_CP021843.1														
GCF_002196495	NZ_CP021844.1	NZ_CP021845.1	NZ_CP021846.1	NZ_CP021847.1														
GCF_002201835	NZ_CP021879.1	NZ_CP021880.1	NZ_CP021881.1	NZ_CP021882.1														
GCF_002202175	NZ_CP021935.1	NZ_CP021936.1	NZ_CP021937.1	NZ_CP021938.1														
GCF_002208865	NZ_CP022050.2	NZ_CP022051.2	NZ_CP022052.2															
GCF_002209105	NZ_CP022086.2	NZ_CP022085.2	NZ_CP022087.2															
GCF_002211725	NZ_CP022154.1	NZ_CP022155.1	NZ_CP022156.1	NZ_CP022157.1	NZ_CP022158.1	NZ_CP022159.1												
GCF_002214205	NZ_CP022164.1	NZ_CP022165.1	NZ_CP022166.1	NZ_CP022167.1														
GCF_002214745	NZ_CP016828.1	NZ_CP023552.1																
GCF_002215095	NZ_CP011915.1	NZ_CP011916.1																
GCF_002220215	NZ_CP022393.1																	
GCF_002220265	NZ_CP016755.1	NZ_CP018625.1	NZ_CP018626.1															
GCF_002237305	NZ_CP012379.1																	
GCF_002237325	NZ_CP012380.1																	
GCF_002246595	NZ_CP041110.1	NZ_CP041111.1	NZ_CP041112.1	NZ_CP041113.1	NZ_CP041114.1	NZ_CP041115.1	NZ_CP041116.1	NZ_CP041117.1	NZ_CP041118.1	NZ_CP041119.1	NZ_CP041120.1	NZ_CP041121.1						
GCF_002249955	NZ_CP022689.1	NZ_CP022688.1																
GCF_002269325	NZ_CP022912.1	NZ_CP022913.1	NZ_CP022914.1															
GCF_002278115	NZ_CP023142.1	NZ_CP023143.1	NZ_CP023144.1	NZ_CP023145.1														
GCF_002285755	NZ_CP021288.1	NZ_CP021289.1																
GCF_002302315	NZ_CP023346.1	NZ_CP023347.1	NZ_CP023348.1															
